ICAO,DATE,ARRS,DEPS,HEAVY,MED,LIGHT,ARRS_DOM,DEPS_DOM
EHAM,2020-06-17,161,158,129,153,21,97,95
EHAM,2020-06-18,163,173,129,184,13,101,106
EHAM,2020-06-19,175,171,132,191,12,106,104
EHAM,2020-06-20,157,164,128,179,7,95,94
EHAM,2020-06-21,171,159,122,195,6,106,102
EHAM,2020-06-22,178,173,119,205,24,114,110
EHAM,2020-06-23,163,165,109,194,11,109,105
EHAM,2020-06-24,174,178,130,181,24,108,107
EHAM,2020-06-25,166,173,121,201,11,104,110
EHAM,2020-06-26,184,183,138,209,6,117,112
EHAM,2020-06-27,169,164,129,186,6,103,94
EHAM,2020-06-28,180,178,124,211,10,113,118
EHAM,2020-06-29,188,186,127,213,21,123,119
EHAM,2020-06-30,177,171,112,205,23,119,114
EHAM,2020-07-01,206,211,130,259,16,141,140
EHAM,2020-07-02,231,231,141,297,11,162,160
EHAM,2020-07-03,271,276,149,358,25,198,198
EHAM,2020-07-04,251,268,134,350,23,181,198
EHAM,2020-07-05,258,256,137,361,10,190,186
EHAM,2020-07-06,260,259,133,364,10,191,194
EHAM,2020-07-07,238,245,111,345,15,181,184
EHAM,2020-07-08,254,253,135,351,17,184,184
EHAM,2020-07-09,270,266,152,361,15,196,194
EHAM,2020-07-10,285,287,137,404,23,214,215
EHAM,2020-07-11,280,294,146,393,25,204,208
EHAM,2020-07-12,275,268,140,382,11,203,199
EHAM,2020-07-13,279,272,137,369,26,207,206
EHAM,2020-07-14,253,255,121,345,26,192,189
EHAM,2020-07-15,278,274,142,382,13,201,197
EHAM,2020-07-16,286,288,157,386,15,211,215
EHAM,2020-07-17,303,302,137,450,9,229,232
EHAM,2020-07-18,292,293,153,416,10,217,209
EHAM,2020-07-19,313,314,153,441,23,238,239
EHAM,2020-07-20,296,294,133,427,14,224,224
EHAM,2020-07-21,269,270,121,378,21,203,203
EHAM,2020-07-22,283,283,134,398,19,210,209
EHAM,2020-07-23,292,290,147,401,16,218,217
EHAM,2020-07-24,311,312,130,463,18,240,240
EHAM,2020-07-25,303,307,149,441,14,225,226
EHAM,2020-07-26,308,308,146,447,17,231,235
EHAM,2020-07-27,293,289,131,420,17,222,222
EHAM,2020-07-28,259,263,125,364,18,195,197
EHAM,2020-07-29,279,276,136,389,12,204,203
EHAM,2020-07-30,292,296,148,408,20,221,221
EHAM,2020-07-31,330,330,134,489,18,259,259
EHAM,2020-08-01,312,322,154,454,13,236,240
EHAM,2020-08-02,328,318,154,476,5,249,243
EHAM,2020-08-03,373,406,141,607,17,299,336
EHAM,2020-08-04,374,371,128,578,24,309,309
EHAM,2020-08-05,388,386,147,592,23,309,308
EHAM,2020-08-06,395,395,161,592,21,315,318
EHAM,2020-08-07,427,430,143,684,17,353,353
EHAM,2020-08-08,389,399,159,603,11,313,315
EHAM,2020-08-09,426,416,156,662,10,346,343
EHAM,2020-08-10,410,411,145,649,15,337,340
EHAM,2020-08-11,367,359,129,572,13,301,296
EHAM,2020-08-12,384,394,158,589,15,309,311
EHAM,2020-08-13,386,388,158,589,15,311,317
EHAM,2020-08-14,432,430,144,692,14,357,357
EHAM,2020-08-15,408,416,167,631,10,328,327
EHAM,2020-08-16,428,420,157,660,20,349,348
EHAM,2020-08-17,410,401,131,655,11,342,334
EHAM,2020-08-18,366,369,130,572,15,302,300
EHAM,2020-08-19,387,394,150,597,18,309,317
EHAM,2020-08-20,392,385,152,593,18,317,316
EHAM,2020-08-21,428,429,145,681,15,354,354
EHAM,2020-08-22,398,409,164,612,15,318,321
EHAM,2020-08-23,429,423,157,672,11,347,350
EHAM,2020-08-24,407,400,140,642,11,334,331
EHAM,2020-08-25,366,366,124,575,13,305,302
EHAM,2020-08-26,387,392,158,604,9,306,312
EHAM,2020-08-27,392,396,146,613,11,326,328
EHAM,2020-08-28,429,427,142,683,17,353,353
EHAM,2020-08-29,398,410,160,617,15,318,324
EHAM,2020-08-30,430,413,155,664,13,348,336
EHAM,2020-08-31,437,436,134,707,21,367,369
EHAM,2020-09-01,407,399,124,635,24,345,339
EHAM,2020-09-02,403,410,147,642,18,323,326
EHAM,2020-09-03,411,417,148,661,11,337,345
EHAM,2020-09-04,436,435,155,693,11,357,352
EHAM,2020-09-05,420,428,164,668,8,340,340
EHAM,2020-09-06,457,449,162,721,9,371,368
EHAM,2020-09-07,412,411,145,645,15,338,340
EHAM,2020-09-08,370,366,127,582,11,307,304
EHAM,2020-09-09,397,391,151,614,15,316,307
EHAM,2020-09-10,396,398,142,620,16,329,330
EHAM,2020-09-11,425,427,156,675,9,344,343
EHAM,2020-09-12,396,407,172,609,10,315,315
EHAM,2020-09-13,432,419,162,670,7,349,340
EHAM,2020-09-14,410,408,145,636,16,334,338
EHAM,2020-09-15,365,366,137,550,25,296,298
EHAM,2020-09-16,377,363,150,550,25,295,283
EHAM,2020-09-17,372,381,153,566,20,298,308
EHAM,2020-09-18,404,415,152,614,21,324,331
EHAM,2020-09-19,367,375,174,543,10,285,282
EHAM,2020-09-20,403,393,157,615,10,319,315
EHAM,2020-09-21,388,384,147,606,7,313,314
EHAM,2020-09-22,337,332,132,518,9,270,268
EHAM,2020-09-23,361,365,154,546,9,278,282
EHAM,2020-09-24,382,378,148,573,16,314,312
EHAM,2020-09-25,407,406,154,628,19,327,324
EHAM,2020-09-26,361,374,168,550,7,279,281
EHAM,2020-09-27,403,405,169,620,8,316,322
EHAM,2020-09-28,380,370,151,591,7,305,295
EHAM,2020-09-29,315,310,133,474,10,245,242
EHAM,2020-09-30,352,357,149,520,24,277,277
EHAM,2020-10-01,351,346,150,518,11,278,276
EHAM,2020-10-02,393,398,159,612,10,310,314
EHAM,2020-10-03,348,361,177,523,1,265,265
EHAM,2020-10-04,385,371,158,578,10,300,296
EHAM,2020-10-05,356,350,157,528,7,281,273
EHAM,2020-10-06,312,303,140,448,11,237,235
EHAM,2020-10-07,322,331,150,468,21,245,249
EHAM,2020-10-08,336,336,148,504,10,264,268
EHAM,2020-10-09,374,383,157,574,19,296,297
EHAM,2020-10-10,368,369,175,539,13,281,273
EHAM,2020-10-11,376,378,172,561,10,286,295
EHAM,2020-10-12,342,329,150,496,12,265,254
EHAM,2020-10-13,300,295,148,414,13,227,225
EHAM,2020-10-14,317,318,152,456,14,240,238
EHAM,2020-10-15,329,327,156,478,10,247,253
EHAM,2020-10-16,360,371,162,545,10,280,284
EHAM,2020-10-17,349,355,186,506,6,261,254
EHAM,2020-10-18,363,359,169,541,10,272,278
EHAM,2020-10-19,327,323,149,481,12,253,249
EHAM,2020-10-20,289,282,148,405,7,213,211
EHAM,2020-10-21,314,314,164,442,8,228,230
EHAM,2020-10-22,311,313,151,455,5,233,241
EHAM,2020-10-23,347,351,156,525,1,268,265
EHAM,2020-10-24,340,346,184,491,4,250,249
EHAM,2020-10-25,334,327,163,479,11,245,248
EHAM,2020-10-26,317,331,148,475,12,240,245
EHAM,2020-10-27,267,259,141,355,17,192,192
EHAM,2020-10-28,290,296,167,395,8,207,211
EHAM,2020-10-29,291,297,163,400,13,204,214
EHAM,2020-10-30,329,334,153,488,11,250,253
EHAM,2020-10-31,294,294,186,386,6,199,196
EHAM,2020-11-01,318,311,165,450,10,232,236
EHAM,2020-11-02,304,311,156,440,11,227,233
EHAM,2020-11-03,266,261,157,345,11,185,189
EHAM,2020-11-04,278,290,166,384,4,194,204
EHAM,2020-11-05,301,299,181,387,22,212,213
EHAM,2020-11-06,322,319,165,449,8,245,239
EHAM,2020-11-07,275,272,189,339,12,175,171
EHAM,2020-11-08,298,304,165,423,8,214,220
EHAM,2020-11-09,286,287,160,387,16,205,205
EHAM,2020-11-10,249,242,151,313,11,170,171
EHAM,2020-11-11,265,268,162,343,13,182,182
EHAM,2020-11-12,280,282,171,360,12,191,196
EHAM,2020-11-13,289,298,173,384,11,202,208
EHAM,2020-11-14,259,252,187,309,4,159,151
EHAM,2020-11-15,291,294,176,390,11,194,204
EHAM,2020-11-16,272,261,160,347,8,193,179
EHAM,2020-11-17,230,223,156,270,9,146,148
EHAM,2020-11-18,243,244,179,280,12,152,149
EHAM,2020-11-19,254,260,173,317,10,169,175
EHAM,2020-11-20,274,266,178,334,11,182,174
EHAM,2020-11-21,233,217,184,248,8,136,118
EHAM,2020-11-22,241,254,175,312,6,150,168
EHAM,2020-11-23,246,245,163,310,4,167,161
EHAM,2020-11-24,206,191,155,221,8,125,123
EHAM,2020-11-25,221,219,168,255,4,135,131
EHAM,2020-11-26,224,230,162,264,12,140,149
EHAM,2020-11-27,258,262,171,324,13,170,174
EHAM,2020-11-28,227,211,186,243,5,131,110
EHAM,2020-11-29,242,258,186,300,6,146,166
EHAM,2020-11-30,248,251,161,328,10,167,170
EHAM,2020-12-01,222,205,150,254,9,143,136
EHAM,2020-12-02,228,223,167,262,8,140,139
EHAM,2020-12-03,239,249,174,290,9,153,163
EHAM,2020-12-04,262,271,175,340,7,174,182
EHAM,2020-12-05,253,230,192,275,8,153,127
EHAM,2020-12-06,249,269,182,315,9,152,177
EHAM,2020-12-07,256,263,168,327,10,174,175
EHAM,2020-12-08,229,218,156,262,18,148,147
EHAM,2020-12-09,227,230,167,280,7,140,140
EHAM,2020-12-10,256,264,178,309,19,163,172
EHAM,2020-12-11,270,279,171,356,9,186,193
EHAM,2020-12-12,256,248,191,306,7,157,148
EHAM,2020-12-13,270,274,184,331,15,175,182
EHAM,2020-12-14,280,281,160,372,15,197,197
EHAM,2020-12-15,264,244,155,324,16,175,167
EHAM,2020-12-16,266,284,181,347,11,177,189
EHAM,2020-12-17,310,327,189,417,15,213,228
EHAM,2020-12-18,351,355,172,507,13,256,263
EHAM,2020-12-19,366,367,194,520,7,263,262
EHAM,2020-12-20,376,364,193,523,13,274,267
EHAM,2020-12-21,311,313,156,455,9,229,229
EHAM,2020-12-22,292,273,158,385,9,206,197
EHAM,2020-12-23,328,331,183,450,17,238,239
EHAM,2020-12-24,272,257,169,337,12,188,177
EHAM,2020-12-25,209,210,146,251,9,132,138
EHAM,2020-12-26,258,271,150,364,10,180,182
EHAM,2020-12-27,313,325,165,464,7,226,237
EHAM,2020-12-28,282,286,145,406,13,208,215
EHAM,2020-12-29,258,248,137,351,13,184,182
EHAM,2020-12-30,297,301,163,415,9,214,217
EHAM,2020-12-31,240,225,161,283,7,160,143
EDDF,2019-01-01,398,473,200,671,0,288,328
EDDF,2019-01-02,610,624,261,965,8,456,462
EDDF,2019-01-03,613,614,264,958,5,453,449
EDDF,2019-01-04,628,634,277,982,3,457,452
EDDF,2019-01-05,608,610,315,895,8,424,420
EDDF,2019-01-06,641,629,297,967,6,457,453
EDDF,2019-01-07,626,630,280,974,2,449,459
EDDF,2019-01-08,614,609,254,957,12,456,451
EDDF,2019-01-09,634,634,281,982,5,471,465
EDDF,2019-01-10,614,614,276,948,4,447,449
EDDF,2019-01-11,571,584,288,856,11,406,405
EDDF,2019-01-12,595,603,315,882,1,413,411
EDDF,2019-01-13,616,608,298,925,1,432,431
EDDF,2019-01-14,640,652,293,994,5,465,476
EDDF,2019-01-15,318,286,190,409,5,198,191
EDDF,2019-01-16,625,643,293,974,1,468,465
EDDF,2019-01-17,633,629,269,985,8,471,465
EDDF,2019-01-18,640,649,295,992,2,471,468
EDDF,2019-01-19,601,598,312,881,6,415,410
EDDF,2019-01-20,631,612,294,943,6,447,443
EDDF,2019-01-21,645,650,279,1006,10,476,478
EDDF,2019-01-22,614,608,262,951,9,456,457
EDDF,2019-01-23,641,646,278,1001,8,487,481
EDDF,2019-01-24,624,631,270,982,3,467,466
EDDF,2019-01-25,638,645,289,982,12,469,466
EDDF,2019-01-26,600,605,311,891,3,421,418
EDDF,2019-01-27,632,623,298,947,10,448,448
EDDF,2019-01-28,657,659,279,1025,12,485,490
EDDF,2019-01-29,632,628,257,996,7,476,472
EDDF,2019-01-30,639,637,276,997,3,481,479
EDDF,2019-01-31,616,615,284,943,4,453,443
EDDF,2019-02-01,642,651,281,1003,9,478,478
EDDF,2019-02-02,620,618,312,919,7,440,429
EDDF,2019-02-03,626,624,309,936,5,440,450
EDDF,2019-02-04,646,645,278,1000,13,473,475
EDDF,2019-02-05,626,624,254,990,6,475,469
EDDF,2019-02-06,650,643,265,1018,10,496,490
EDDF,2019-02-07,648,643,261,1019,11,495,483
EDDF,2019-02-08,656,664,280,1035,5,492,491
EDDF,2019-02-09,604,612,283,921,12,433,429
EDDF,2019-02-10,641,630,285,979,7,463,458
EDDF,2019-02-11,677,682,271,1083,5,509,515
EDDF,2019-02-12,651,645,255,1033,8,495,492
EDDF,2019-02-13,668,677,272,1067,6,518,516
EDDF,2019-02-14,672,678,264,1080,6,512,513
EDDF,2019-02-15,693,700,295,1093,5,522,520
EDDF,2019-02-16,632,628,311,944,5,446,444
EDDF,2019-02-17,659,650,296,1013,0,476,472
EDDF,2019-02-18,680,687,290,1077,0,503,511
EDDF,2019-02-19,647,645,256,1034,2,490,489
EDDF,2019-02-20,685,685,281,1085,4,526,523
EDDF,2019-02-21,680,678,278,1065,13,517,511
EDDF,2019-02-22,699,711,301,1096,13,523,525
EDDF,2019-02-23,636,634,310,956,4,451,446
EDDF,2019-02-24,671,657,306,1014,8,483,478
EDDF,2019-02-25,681,680,282,1076,3,507,506
EDDF,2019-02-26,661,659,265,1050,5,499,501
EDDF,2019-02-27,690,690,289,1085,4,520,520
EDDF,2019-02-28,677,691,292,1072,4,510,510
EDDF,2019-03-01,706,704,311,1096,3,522,516
EDDF,2019-03-02,645,648,324,963,5,457,457
EDDF,2019-03-03,666,659,303,1021,0,479,479
EDDF,2019-03-04,674,670,284,1056,4,496,495
EDDF,2019-03-05,670,671,272,1065,4,505,506
EDDF,2019-03-06,692,691,298,1079,6,523,517
EDDF,2019-03-07,687,695,292,1075,15,515,513
EDDF,2019-03-08,703,702,302,1094,9,524,520
EDDF,2019-03-09,642,651,324,961,8,453,453
EDDF,2019-03-10,656,634,302,985,3,469,454
EDDF,2019-03-11,684,694,290,1082,6,505,517
EDDF,2019-03-12,674,671,278,1059,8,503,504
EDDF,2019-03-13,698,695,298,1081,14,528,521
EDDF,2019-03-14,694,703,297,1084,16,523,524
EDDF,2019-03-15,720,714,306,1118,10,536,528
EDDF,2019-03-16,642,648,321,966,3,456,452
EDDF,2019-03-17,669,666,302,1031,2,481,486
EDDF,2019-03-18,693,694,296,1086,5,511,512
EDDF,2019-03-19,670,671,277,1050,12,503,504
EDDF,2019-03-20,693,693,297,1082,7,521,518
EDDF,2019-03-21,684,683,290,1076,1,513,507
EDDF,2019-03-22,688,688,307,1051,18,508,496
EDDF,2019-03-23,639,644,319,960,4,452,449
EDDF,2019-03-24,670,662,313,1014,5,479,478
EDDF,2019-03-25,656,656,291,1020,1,478,479
EDDF,2019-03-26,647,651,276,1017,5,484,485
EDDF,2019-03-27,696,693,298,1085,6,525,518
EDDF,2019-03-28,685,691,295,1070,11,514,510
EDDF,2019-03-29,709,706,311,1096,8,530,516
EDDF,2019-03-30,645,646,320,968,3,456,456
EDDF,2019-03-31,735,730,320,1143,2,545,544
EDDF,2019-04-01,743,743,286,1199,1,561,561
EDDF,2019-04-02,734,725,281,1173,5,563,555
EDDF,2019-04-03,744,756,306,1188,6,572,567
EDDF,2019-04-04,749,744,299,1183,11,571,561
EDDF,2019-04-05,755,758,319,1189,5,567,562
EDDF,2019-04-06,712,716,318,1101,9,521,520
EDDF,2019-04-07,734,729,311,1146,6,547,545
EDDF,2019-04-08,749,746,294,1192,9,557,561
EDDF,2019-04-09,738,731,281,1179,9,562,555
EDDF,2019-04-10,757,760,315,1191,9,580,567
EDDF,2019-04-11,745,755,300,1194,6,566,574
EDDF,2019-04-12,767,766,322,1206,5,580,571
EDDF,2019-04-13,727,734,325,1129,7,534,531
EDDF,2019-04-14,748,736,320,1160,4,557,550
EDDF,2019-04-15,728,728,295,1159,2,539,543
EDDF,2019-04-16,719,716,275,1153,7,553,548
EDDF,2019-04-17,733,735,310,1151,7,555,548
EDDF,2019-04-18,732,735,299,1162,4,555,556
EDDF,2019-04-19,725,717,312,1130,0,541,523
EDDF,2019-04-20,682,673,316,1039,0,492,476
EDDF,2019-04-21,638,641,309,969,1,451,459
EDDF,2019-04-22,682,693,278,1096,1,500,517
EDDF,2019-04-23,713,706,274,1142,3,545,540
EDDF,2019-04-24,700,702,291,1102,5,528,522
EDDF,2019-04-25,717,722,295,1140,4,545,546
EDDF,2019-04-26,735,740,309,1164,2,552,549
EDDF,2019-04-27,729,733,329,1132,1,530,528
EDDF,2019-04-28,738,731,311,1150,8,551,546
EDDF,2019-04-29,755,740,295,1195,5,563,563
EDDF,2019-04-30,723,721,271,1167,6,562,549
EDDF,2019-05-01,705,714,300,1110,7,529,529
EDDF,2019-05-02,743,747,294,1189,7,571,572
EDDF,2019-05-03,765,771,294,1231,9,586,585
EDDF,2019-05-04,735,739,318,1143,13,546,539
EDDF,2019-05-05,753,741,323,1162,9,565,557
EDDF,2019-05-06,747,745,284,1199,9,567,565
EDDF,2019-05-07,746,748,274,1216,4,581,578
EDDF,2019-05-08,749,756,310,1189,6,576,572
EDDF,2019-05-09,672,666,307,1022,7,506,484
EDDF,2019-05-10,777,783,316,1233,9,591,589
EDDF,2019-05-11,744,749,313,1170,10,550,547
EDDF,2019-05-12,755,748,324,1178,1,561,557
EDDF,2019-05-13,772,768,303,1234,3,582,584
EDDF,2019-05-14,750,745,278,1217,0,580,579
EDDF,2019-05-15,753,766,313,1189,9,581,575
EDDF,2019-05-16,757,755,313,1194,5,570,571
EDDF,2019-05-17,774,775,322,1223,4,591,583
EDDF,2019-05-18,738,735,324,1139,10,540,530
EDDF,2019-05-19,704,695,329,1067,3,515,505
EDDF,2019-05-20,665,662,304,1020,3,474,478
EDDF,2019-05-21,741,735,281,1194,1,567,564
EDDF,2019-05-22,760,779,310,1215,14,587,588
EDDF,2019-05-23,773,760,303,1220,10,588,579
EDDF,2019-05-24,776,791,327,1231,9,589,595
EDDF,2019-05-25,746,750,323,1170,3,545,543
EDDF,2019-05-26,759,745,330,1174,0,559,552
EDDF,2019-05-27,762,760,301,1212,9,574,572
EDDF,2019-05-28,742,741,280,1200,3,571,571
EDDF,2019-05-29,771,785,313,1229,14,596,596
EDDF,2019-05-30,729,721,294,1155,1,549,537
EDDF,2019-05-31,725,720,325,1112,8,530,519
EDDF,2019-06-01,713,722,330,1105,0,510,511
EDDF,2019-06-02,767,766,331,1198,4,569,571
EDDF,2019-06-03,710,709,307,1106,6,519,521
EDDF,2019-06-04,772,767,299,1236,4,592,594
EDDF,2019-06-05,781,782,322,1238,3,596,587
EDDF,2019-06-06,763,767,309,1213,8,581,581
EDDF,2019-06-07,781,787,336,1219,13,593,582
EDDF,2019-06-08,743,742,330,1141,12,539,531
EDDF,2019-06-09,727,723,331,1114,5,527,528
EDDF,2019-06-10,740,740,307,1167,6,546,553
EDDF,2019-06-11,769,764,300,1228,5,592,589
EDDF,2019-06-12,766,778,320,1216,8,579,579
EDDF,2019-06-13,782,785,315,1238,14,594,593
EDDF,2019-06-14,787,780,335,1231,1,593,581
EDDF,2019-06-15,757,762,336,1178,5,553,549
EDDF,2019-06-16,780,782,342,1213,7,578,579
EDDF,2019-06-17,786,786,311,1258,3,589,591
EDDF,2019-06-18,789,776,302,1256,7,603,596
EDDF,2019-06-19,779,790,322,1233,14,598,592
EDDF,2019-06-20,722,717,310,1125,4,535,531
EDDF,2019-06-21,756,759,333,1181,1,559,555
EDDF,2019-06-22,740,744,332,1150,2,532,531
EDDF,2019-06-23,769,758,330,1192,5,568,564
EDDF,2019-06-24,785,788,311,1260,2,589,593
EDDF,2019-06-25,780,779,308,1245,6,594,597
EDDF,2019-06-26,771,777,325,1218,5,585,579
EDDF,2019-06-27,788,783,321,1243,7,595,590
EDDF,2019-06-28,794,800,332,1254,8,601,593
EDDF,2019-06-29,763,761,340,1182,2,551,544
EDDF,2019-06-30,771,765,337,1196,3,564,564
EDDF,2019-07-01,753,753,322,1184,0,557,554
EDDF,2019-07-02,758,762,306,1208,6,574,584
EDDF,2019-07-03,769,771,331,1207,2,582,572
EDDF,2019-07-04,773,771,331,1208,5,583,577
EDDF,2019-07-05,780,789,341,1223,1,581,583
EDDF,2019-07-06,761,754,351,1159,5,543,535
EDDF,2019-07-07,752,741,348,1143,2,545,541
EDDF,2019-07-08,753,762,314,1201,0,554,564
EDDF,2019-07-09,769,766,317,1211,7,581,585
EDDF,2019-07-10,768,774,337,1203,2,580,573
EDDF,2019-07-11,763,763,325,1197,4,573,568
EDDF,2019-07-12,718,712,336,1086,8,518,509
EDDF,2019-07-13,755,755,349,1156,5,540,533
EDDF,2019-07-14,757,758,335,1173,7,554,563
EDDF,2019-07-15,772,773,324,1213,8,569,573
EDDF,2019-07-16,764,755,307,1205,7,577,576
EDDF,2019-07-17,753,764,325,1191,1,568,564
EDDF,2019-07-18,771,767,326,1205,7,579,573
EDDF,2019-07-19,781,786,333,1229,5,586,581
EDDF,2019-07-20,750,755,337,1164,4,541,539
EDDF,2019-07-21,770,756,337,1187,2,565,558
EDDF,2019-07-22,764,771,317,1216,2,567,571
EDDF,2019-07-23,768,762,319,1209,2,580,582
EDDF,2019-07-24,754,760,327,1185,2,567,561
EDDF,2019-07-25,753,755,320,1181,7,564,562
EDDF,2019-07-26,768,764,334,1193,5,574,558
EDDF,2019-07-27,720,721,329,1102,10,509,507
EDDF,2019-07-28,766,760,345,1175,6,558,557
EDDF,2019-07-29,760,765,317,1201,5,564,569
EDDF,2019-07-30,759,756,314,1188,13,575,576
EDDF,2019-07-31,758,764,323,1192,5,573,568
EDDF,2019-08-01,753,760,318,1190,5,566,567
EDDF,2019-08-02,736,720,339,1106,11,536,517
EDDF,2019-08-03,737,746,332,1142,9,528,534
EDDF,2019-08-04,759,746,338,1159,8,557,549
EDDF,2019-08-05,744,750,316,1173,3,547,549
EDDF,2019-08-06,740,739,313,1159,7,556,558
EDDF,2019-08-07,720,726,329,1117,0,533,527
EDDF,2019-08-08,749,746,325,1162,8,556,553
EDDF,2019-08-09,750,744,320,1167,7,558,545
EDDF,2019-08-10,738,743,328,1147,6,531,534
EDDF,2019-08-11,756,748,334,1164,6,560,549
EDDF,2019-08-12,739,736,317,1148,10,544,546
EDDF,2019-08-13,745,745,310,1174,6,565,562
EDDF,2019-08-14,739,749,331,1153,4,551,553
EDDF,2019-08-15,741,741,326,1151,5,554,553
EDDF,2019-08-16,758,759,330,1186,1,565,558
EDDF,2019-08-17,740,742,336,1145,1,532,530
EDDF,2019-08-18,741,725,337,1119,10,538,527
EDDF,2019-08-19,746,757,318,1182,3,552,557
EDDF,2019-08-20,747,743,307,1178,5,562,562
EDDF,2019-08-21,751,754,324,1174,7,566,556
EDDF,2019-08-22,753,755,324,1172,12,563,565
EDDF,2019-08-23,770,771,341,1187,13,574,562
EDDF,2019-08-24,740,748,337,1142,9,533,534
EDDF,2019-08-25,762,749,341,1168,2,552,547
EDDF,2019-08-26,762,758,314,1201,5,563,562
EDDF,2019-08-27,751,756,307,1195,5,568,575
EDDF,2019-08-28,754,761,326,1186,3,567,564
EDDF,2019-08-29,750,748,323,1173,2,562,558
EDDF,2019-08-30,769,772,333,1207,1,574,569
EDDF,2019-08-31,758,760,346,1169,3,548,544
EDDF,2019-09-01,772,765,343,1187,5,567,568
EDDF,2019-09-02,767,767,318,1215,1,571,576
EDDF,2019-09-03,775,771,300,1234,12,594,592
EDDF,2019-09-04,781,781,327,1230,5,597,583
EDDF,2019-09-05,781,789,322,1240,8,588,598
EDDF,2019-09-06,789,782,326,1240,5,594,585
EDDF,2019-09-07,754,763,332,1184,1,549,546
EDDF,2019-09-08,781,769,338,1200,12,577,569
EDDF,2019-09-09,795,787,317,1258,7,600,598
EDDF,2019-09-10,789,775,300,1256,5,607,594
EDDF,2019-09-11,802,823,326,1295,3,614,624
EDDF,2019-09-12,788,791,321,1248,8,596,597
EDDF,2019-09-13,800,810,333,1268,9,604,608
EDDF,2019-09-14,760,761,326,1190,5,556,551
EDDF,2019-09-15,787,775,335,1217,10,575,576
EDDF,2019-09-16,787,793,313,1255,12,592,595
EDDF,2019-09-17,765,766,296,1231,4,587,591
EDDF,2019-09-18,780,785,319,1241,5,593,590
EDDF,2019-09-19,782,779,319,1238,4,591,587
EDDF,2019-09-20,795,796,335,1250,6,599,592
EDDF,2019-09-21,751,756,339,1165,3,540,540
EDDF,2019-09-22,783,765,345,1197,6,576,564
EDDF,2019-09-23,781,790,322,1240,9,587,600
EDDF,2019-09-24,778,769,303,1228,16,596,592
EDDF,2019-09-25,774,791,329,1229,7,594,592
EDDF,2019-09-26,769,774,323,1215,5,582,585
EDDF,2019-09-27,799,792,336,1238,17,603,592
EDDF,2019-09-28,758,762,339,1173,6,549,546
EDDF,2019-09-29,768,757,340,1184,1,560,563
EDDF,2019-09-30,768,770,312,1215,11,581,581
EDDF,2019-10-01,756,755,295,1205,11,583,581
EDDF,2019-10-02,770,762,311,1218,3,588,572
EDDF,2019-10-03,726,735,301,1158,2,545,552
EDDF,2019-10-04,775,779,317,1234,3,586,583
EDDF,2019-10-05,752,751,334,1157,10,550,546
EDDF,2019-10-06,762,754,322,1180,14,566,564
EDDF,2019-10-07,759,755,292,1212,10,574,573
EDDF,2019-10-08,754,751,290,1204,11,583,582
EDDF,2019-10-09,759,767,311,1200,15,586,579
EDDF,2019-10-10,751,745,300,1187,9,573,565
EDDF,2019-10-11,778,780,315,1235,8,592,590
EDDF,2019-10-12,745,751,327,1169,0,543,544
EDDF,2019-10-13,758,752,323,1182,5,567,561
EDDF,2019-10-14,763,759,307,1210,5,572,574
EDDF,2019-10-15,741,743,288,1189,7,570,568
EDDF,2019-10-16,748,750,315,1174,9,569,564
EDDF,2019-10-17,748,744,300,1185,7,567,565
EDDF,2019-10-18,771,777,316,1218,14,586,579
EDDF,2019-10-19,736,741,332,1140,5,536,535
EDDF,2019-10-20,744,735,326,1149,4,546,545
EDDF,2019-10-21,756,762,306,1206,6,567,574
EDDF,2019-10-22,749,737,283,1194,9,577,570
EDDF,2019-10-23,750,763,326,1182,5,573,574
EDDF,2019-10-24,745,739,305,1162,17,563,558
EDDF,2019-10-25,751,760,316,1190,5,569,563
EDDF,2019-10-26,736,738,336,1136,2,534,537
EDDF,2019-10-27,682,664,308,1036,2,493,482
EDDF,2019-10-28,687,696,278,1089,16,516,525
EDDF,2019-10-29,654,660,270,1033,11,499,499
EDDF,2019-10-30,688,685,308,1058,7,514,509
EDDF,2019-10-31,677,677,290,1057,7,503,504
EDDF,2019-11-01,677,682,305,1047,7,504,497
EDDF,2019-11-02,636,633,313,948,8,446,440
EDDF,2019-11-03,669,666,311,1019,5,479,480
EDDF,2019-11-04,699,691,291,1094,5,516,513
EDDF,2019-11-05,647,656,280,1016,7,484,487
EDDF,2019-11-06,678,679,304,1048,5,502,504
EDDF,2019-11-07,494,471,243,701,21,341,331
EDDF,2019-11-08,489,494,242,725,16,341,341
EDDF,2019-11-09,601,631,306,917,9,431,429
EDDF,2019-11-10,658,648,311,992,3,469,470
EDDF,2019-11-11,670,677,288,1058,1,493,500
EDDF,2019-11-12,645,642,272,1010,5,483,481
EDDF,2019-11-13,672,671,306,1033,2,500,493
EDDF,2019-11-14,666,672,294,1041,1,493,493
EDDF,2019-11-15,685,688,305,1064,4,507,500
EDDF,2019-11-16,620,616,313,919,4,431,426
EDDF,2019-11-17,647,641,304,983,1,461,460
EDDF,2019-11-18,677,679,298,1048,10,497,498
EDDF,2019-11-19,653,645,279,1012,7,485,480
EDDF,2019-11-20,681,683,297,1048,17,505,507
EDDF,2019-11-21,675,670,290,1046,9,506,496
EDDF,2019-11-22,686,699,310,1066,9,511,507
EDDF,2019-11-23,618,624,307,927,8,432,434
